,Conditions,Drug,Smiles,Disease
1703,Renal Impairment,Teduglutide,CCC(C)C(C(=O)NC(C(C)O)C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(CCCCN)NC(=O)C(C(C)O)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CC(=O)N)NC(=O)C(C(C)CC)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(C(C)CC)NC(=O)C(C(C)O)NC(=O)C(CC(=O)N)NC(=O)C(CCSC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC4=CC=CC=C4)NC(=O)C(CO)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC5=CN=CN5)N,urinary_system_disease
1760,Urinary Tract Infections|Acute Pyelonephritis,Finafloxacin,C1CC1N2C=C(C(=O)C3=CC(=C(C(=C32)C#N)N4CC5C(C4)OCCN5)F)C(=O)O,urinary_system_disease
1772,Anemia of Chronic Kidney Disease|Chemotherapy Effect,Desidustat,C1CC1CON2C3=CC=CC=C3C(=C(C2=O)C(=O)NCC(=O)O)O,urinary_system_disease
1795,"Kidney Failure, Chronic|Arthralgia",Lumiracoxib,CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O,urinary_system_disease
1797,Recurrent Renal Cell Carcinoma|Stage IV Renal Cell Cancer,Cediranib,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5,urinary_system_disease
1804,HIV Infections,Raltegravir,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F,urinary_system_disease
1808,HIV Infections,Emtricitabine,C1C(OC(S1)CO)N2C=C(C(=NC2=O)N)F,urinary_system_disease
1811,HIV Infections,Atazanavir,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,urinary_system_disease
1884,Renal Insufficiency,Odalasvir,CC(C)C(C(=O)N1C2CCCCC2CC1C3=NC4=C(N3)C=C(C=C4)C5=C6CCC7=CC(=C(CCC(=C5)C=C6)C=C7)C8=CC9=C(C=C8)N=C(N9)C1CC2CCCCC2N1C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC,urinary_system_disease
1893,Renal Impaired|Gilteritinib|Normal Renal Function|Pharmacokinetics of ASP2215,Gilteritinib,CCC1=C(N=C(C(=N1)C(=O)N)NC2=CC(=C(C=C2)N3CCC(CC3)N4CCN(CC4)C)OC)NC5CCOCC5,urinary_system_disease
1903,"Carcinoma, Renal Cell",Gefitinib,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,urinary_system_disease
1908,Renal Impairment,Molnupiravir,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,urinary_system_disease
1930,Critically Ill|Acute Kidney Injury,Calcifediol,CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,urinary_system_disease
1961,Renal Impairment,Evobrutinib,C=CC(=O)N1CCC(CC1)CNC2=NC=NC(=C2C3=CC=C(C=C3)OC4=CC=CC=C4)N,urinary_system_disease
2012,Renal Impairment|Healthy Participants,Linzagolix,COC1=C(C(=C(C=C1)F)F)COC2=C(C=C(C(=C2)N3C(=O)C4=C(SC=C4NC3=O)C(=O)O)F)OC,urinary_system_disease
2013,Bladder Cancer|Urothelial Carcinoma|Metastatic Urothelial Carcinoma|Renal Pelvis Carcinoma|Ureter Carcinoma|Urinary Bladder Carcinoma|Urethra Carcinoma|Muscle Invasive Bladder Cancer,Rucaparib,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,urinary_system_disease
2019,Complicated Urinary Tract Infection,Cilastatin,CC1(CC1C(=O)NC(=CCCCCSCC(C(=O)O)N)C(=O)O)C,urinary_system_disease
2051,Renal Impairment,Tasimelteon,CCC(=O)NCC1CC1C2=C3CCOC3=CC=C2,urinary_system_disease
2069,Renal Insufficiency,Epetraborole,B1(C2=C(C=CC=C2OCCCO)C(O1)CN)O,urinary_system_disease
2074,Staphylococcal Skin Infections|Streptococcal Infections,Ceftobiprole,C1CNCC1N2CCC(=CC3=C(N4C(C(C4=O)NC(=O)C(=NO)C5=NSC(=N5)N)SC3)C(=O)O)C2=O,urinary_system_disease
2088,Urinary Tract Infection,Cefixime,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,urinary_system_disease
2089,Urinary Tract Infection,Cephalexin,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O,urinary_system_disease
2103,Nocturia,Fedovapagon,CC1=C(C=CC(=C1)C(=O)N2CCCCC3=CC=CC=C32)CNC(=O)N4CCCC4C(=O)N(C)C,urinary_system_disease
2113,Focal Segmental Glomerulosclerosis,Sparsentan,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC(=C(C=C3)C4=CC=CC=C4S(=O)(=O)NC5=NOC(=C5C)C)COCC,urinary_system_disease
2115,"Kidney Stone|Pain, Postoperative|Addiction|Opioid Use",Pregabalin,CC(C)CC(CC(=O)O)CN,urinary_system_disease
2116,Complicated Urinary Tract Infection|Acute Pyelonephritis,Sulbactam,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)C,urinary_system_disease
2121,Renal Insufficiency,Certoparin,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,urinary_system_disease
2125,Renal Cell Cancer|Metastatic Renal Cell Cancer,Famitinib,CCN(CC)CCN1CCC2=C(C1=O)C(=C(N2)C=C3C4=C(C=CC(=C4)F)NC3=O)C,urinary_system_disease
2129,Diabetic Nephropathy,Corticotropin,CC(C)CC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C2CCCN2C(=O)C(CC3=CC=CC=C3)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)C4CCCN4C(=O)C(CC5=CC=C(C=C5)O)NC(=O)C(C(C)C)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C6CCCN6C(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(C(C)C)NC(=O)C7CCCN7C(=O)C(CCCCN)NC(=O)CNC(=O)C(CC8=CNC9=CC=CC=C98)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC1=CN=CN1)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CO)N,urinary_system_disease
2143,"Renal Dialysis|Renal Failure, Chronic",Tobramycin,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N,urinary_system_disease
2191,Complicated Urinary Tract Infection,Ceftazidime,CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-],urinary_system_disease
2193,Locally Advanced Bladder Urothelial Carcinoma|Locally Advanced Renal Pelvis Urothelial Carcinoma|Locally Advanced Ureter Urothelial Carcinoma|Locally Advanced Urethral Urothelial Carcinoma|Metastatic Bladder Urothelial Carcinoma|Metastatic Renal Pelvis Urothelial Carcinoma|Metastatic Ureter Urothelial Carcinoma|Metastatic Urethral Urothelial Carcinoma|Recurrent Bladder Urothelial Carcinoma|Recurrent Renal Pelvis Urothelial Carcinoma|Recurrent Ureter Urothelial Carcinoma|Recurrent Urethral Urothelial Carcinoma|Stage III Bladder Cancer AJCC v8|Stage III Renal Pelvis Cancer AJCC v8|Stage III Ureter Cancer AJCC v8|Stage III Urethral Cancer AJCC v8|Stage IV Bladder Cancer AJCC v8|Stage IV Renal Pelvis Cancer AJCC v8|Stage IV Ureter Cancer AJCC v8|Stage IV Urethral Cancer AJCC v8|Unresectable Bladder Urothelial Carcinoma|Unresectable Renal Pelvis Urothelial Carcinoma|Unresectable Ureter Urothelial Carcinoma|Unresectable Urethral Urothelial Carcinoma,Eribulin,CC1CC2CCC3C(=C)CC(O3)CCC45CC6C(O4)C7C(O6)C(O5)C8C(O7)CCC(O8)CC(=O)CC9C(CC(C1=C)O2)OC(C9OC)CC(CN)O,urinary_system_disease
2198,Secondary Hypogonadism,Enclomiphene,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3,urinary_system_disease
2210,Renal Impairment|Healthy,Rivipansel,CC1C(C(C(C(O1)OC2C(CC(CC2OC3C(C(C(C(O3)CO)O)OC(CC4CCCCC4)C(=O)O)OC(=O)C5=CC=CC=C5)C(=O)NCCNC(=O)COCCOCC(=O)NC6=C7C(=CC(=C6)S(=O)(=O)O)C=C(C=C7S(=O)(=O)O)S(=O)(=O)O)NC(=O)C8=CC(=O)NC(=O)N8)O)O)O,urinary_system_disease
2256,Chronic Kidney Disease stage3|Chronic Kidney Disease stage4,Sulforaphane,CS(=O)CCCCN=C=S,urinary_system_disease
2272,Urinary Tract Infections|Pyelonephritis,Relebactam,C1CC(N2CC1N(C2=O)OS(=O)(=O)O)C(=O)NC3CCNCC3,urinary_system_disease
2313,Alport Syndrome,Benazepril,CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(C2=O)CC(=O)O,urinary_system_disease
2362,Renal Insufficiency|End Stage Renal Disease,Tirzepatide,CCC(C)C(C(=O)NC(C)C(=O)NC(CCC(=O)N)C(=O)NC(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCCCCCC(=O)O)C(=O)NC(C)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)NC(C)C(=O)NCC(=O)NCC(=O)N4CCCC4C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC(C)C(=O)N5CCCC5C(=O)N6CCCC6C(=O)N7CCCC7C(=O)NC(CO)C(=O)N)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(C)(C)NC(=O)C(C(C)CC)NC(=O)C(CO)NC(=O)C(CC8=CC=C(C=C8)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC9=CC=CC=C9)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC1=CC=C(C=C1)O)N,urinary_system_disease
2375,Renal Dysfunction|Acute Renal Failure|Mortality,Ularitide,CCC(C)C1C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(CSSCC(C(=O)NC(C(=O)NCC(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCNC(=N)N)CC(=O)O)CCSC)CCCNC(=N)N)CC2=CC=CC=C2)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC(=O)C3CCCN3C(=O)C(C)NC(=O)C(C(C)O)N)C(=O)NC(CC(=O)N)C(=O)NC(CO)C(=O)NC(CC4=CC=CC=C4)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC5=CC=C(C=C5)O)C(=O)O)CC(C)C)CO)CCC(=O)N)C,urinary_system_disease
2380,Renal Impairment|Healthy,Esketamine,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,urinary_system_disease
2430,Acute Pyelonephritis,Omadacycline,CC(C)(C)CNCC1=CC(=C2CC3CC4C(C(=O)C(=C(C4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C,urinary_system_disease
2438,"Bladder Cancer|Brain and Central Nervous System Tumors|Carcinoma of Unknown Primary|Extragonadal Germ Cell Tumor|Head and Neck Cancer|Kidney Cancer|Lung Cancer|Ovarian Cancer|Sarcoma|Testicular Germ Cell Tumor|Unspecified Adult Solid Tumor, Protocol Specific",Amifostine,C(CN)CNCCSP(=O)(O)O,urinary_system_disease
2447,Chronic Kidney Disease|Secondary Hyperparathyroidism|Chronic Renal Insufficiency|Chronic Renal Failure,Doxercalciferol,CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,urinary_system_disease
2456,Healthy,Licarbazepine,C1C(C2=CC=CC=C2N(C3=CC=CC=C31)C(=O)N)O,urinary_system_disease
2473,"Silodosin, Tamsulosin, Medical Expulsive Therapy, Distal Ureteric Calculi",Silodosin,CC(CC1=CC2=C(C(=C1)C(=O)N)N(CC2)CCCO)NCCOC3=CC=CC=C3OCC(F)(F)F,urinary_system_disease
2509,Renal Impairment,Elinogrel,CNC1=C(C=C2C(=C1)NC(=O)N(C2=O)C3=CC=C(C=C3)NC(=O)NS(=O)(=O)C4=CC=C(S4)Cl)F,urinary_system_disease
2573,Advanced Kidney Cancer|Kidney Cancer|Clear Cell Renal Cell Carcinoma,Guadecitabine,C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)OC4CC(OC4CO)N5C=NC(=NC5=O)N)O,urinary_system_disease
2592,Renal Impairment|Renal Disease|Kidney Disease,Nitazoxanide,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-],urinary_system_disease
2596,Breast Cancer|Breast Neoplasms|Colon Cancer|Colonic Cancer|Colon Neoplasms|Lung Cancer|Melanoma|Kidney Cancer,Dacarbazine,CN(C)N=NC1=C(NC=N1)C(=O)N,urinary_system_disease
2610,Growth Hormone Disorder|Adult Growth Hormone Deficiency|Growth Hormone Deficiency in Children,Somapacitan,C(CCCCCCCC1=NNN=N1)CCCCCCCC(=O)NS(=O)(=O)CCCC(=O)NCCOCCOCC(=O)NC(CCC(=O)NC(CCC(=O)NCCOCCOCC(=O)NC(CCCCNC(=O)CSCC(C(=O)O)N)C(=O)N)C(=O)O)C(=O)O,urinary_system_disease
2611,Renal Clear Cell Carcinoma|Renal Papillary Cell Carcinoma,Savolitinib,CC(C1=CN2C=CN=C2C=C1)N3C4=NC(=CN=C4N=N3)C5=CN(N=C5)C,urinary_system_disease
2645,Advanced or Metastatic Hepatocellular Cancer|Advanced or Metastatic Ovarian Cancer|Metastatic Renal Cell Cancer|Advanced or Metastatic Gastric Carcinoma,Tasquinimod,CN1C2=C(C(=CC=C2)OC)C(=C(C1=O)C(=O)N(C)C3=CC=C(C=C3)C(F)(F)F)O,urinary_system_disease
2655,"Type 2 Diabetes Mellitus, CKD and Albuminuria",Saxagliptin,C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N,urinary_system_disease
2706,End Stage Renal Disease,Oseltamivir,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC,urinary_system_disease
2769,Advanced Cancer|Metastatic Cancer|Biliary Tract Carcinoma|Cholangiocarcinoma|Gall Bladder Carcinoma|Solid Tumor|Non-Hodgkin's Lymphoma,Merestinib,CC1=CC=C(C(=O)N1C2=CC=C(C=C2)F)C(=O)NC3=CC(=C(C=C3)OC4=C(C=C5C(=C4)C=NN5C)C6=CNN=C6)F,urinary_system_disease
2788,Chronic Renal Insufficiency|Type 2 Diabetes Mellitus,Omarigliptin,CS(=O)(=O)N1C=C2CN(CC2=N1)C3CC(C(OC3)C4=C(C=CC(=C4)F)F)N,urinary_system_disease
2799,Renal Insufficiency|Healthy,Canagliflozin,CC1=C(C=C(C=C1)C2C(C(C(C(O2)CO)O)O)O)CC3=CC=C(S3)C4=CC=C(C=C4)F,urinary_system_disease
2822,Infectious Disease,Omeprazole,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,urinary_system_disease
2857,Gout|Hyperuricemia|Arthritis|Joint Disease|Renal Insufficiency,Ulodesine,C1C(C(CN1CC2=CNC3=C2N=CNC3=O)O)CO,urinary_system_disease
2859,Amyotrophic Lateral Sclerosis|Renal Insufficiency,Dexpramipexole,CCCNC1CCC2=C(C1)SC(=N2)N,urinary_system_disease
2860,Amyotrophic Lateral Sclerosis|Renal Insufficiency,Pramipexole,CCCNC1CCC2=C(C1)SC(=N2)N,urinary_system_disease
2871,Chronic Kidney Disease on Hemodialysis|Secondary Hyperparathyroidism,Maxacalcitol,CC(C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C)OCCC(C)(C)O,urinary_system_disease
2887,Healthy|Renal Impairment,Cenerimod,CCC1=C(C(=CC(=C1)C2=NOC(=N2)C3=CC(=NC(=C3)OC)C4CCCC4)C)OCC(CO)O,urinary_system_disease
2888,Vomiting,Casopitant,CC1=C(C=CC(=C1)F)C2CC(CCN2C(=O)N(C)C(C)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)N4CCN(CC4)C(=O)C,urinary_system_disease
2891,Lupus Membranous Nephropathy,Filgotinib,C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)CN5CCS(=O)(=O)CC5,urinary_system_disease
4,Primary Biliary Cirrhosis (PBC),Seladelpar,CCOC(COC1=CC=C(C=C1)C(F)(F)F)CSC2=CC(=C(C=C2)OCC(=O)O)C,digestive_system_disease
16,Primary Sclerosing Cholangitis,Cenicriviroc,CCCCOCCOC1=CC=C(C=C1)C2=CC3=C(C=C2)N(CCCC(=C3)C(=O)NC4=CC=C(C=C4)S(=O)CC5=CN=CN5CCC)CC(C)C,digestive_system_disease
24,Crohn Disease,Methoxsalen,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,digestive_system_disease
25,"Hepatitis C, Chronic",Simeprevir,CC1=C(C=CC2=C1N=C(C=C2OC3CC4C(C3)C(=O)N(CCCCC=CC5CC5(NC4=O)C(=O)NS(=O)(=O)C6CC6)C)C7=NC(=CS7)C(C)C)OC,digestive_system_disease
26,"Hepatitis C, Chronic",Daclatasvir,CC(C)C(C(=O)N1CCCC1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5=CN=C(N5)C6CCCN6C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC,digestive_system_disease
27,"Hepatitis C, Chronic",Ribavirin,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,digestive_system_disease
54,Treatment of Hepatitis C,Ledipasvir,CC(C)C(C(=O)N1CC2(CC2)CC1C3=NC=C(N3)C4=CC5=C(C=C4)C6=C(C5(F)F)C=C(C=C6)C7=CC8=C(C=C7)N=C(N8)C9C1CCC(C1)N9C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC,digestive_system_disease
55,Treatment of Hepatitis C,Sofosbuvir,CC(C)OC(=O)C(C)NP(=O)(OCC1C(C(C(O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3,digestive_system_disease
57,Amoebiasis,Auranofin,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+],digestive_system_disease
65,Gastroparesis,Velusetrag,CC(C)N1C2=CC=CC=C2C=C(C1=O)C(=O)NC3CC4CCC(C3)N4CC(CN(C)S(=O)(=O)C)O,digestive_system_disease
89,Opioid Induced Bowel Dysfunction,Naldemedine,CC(C)(C1=NC(=NO1)C2=CC=CC=C2)NC(=O)C3=C(C4C56CCN(C(C5(C3)O)CC7=C6C(=C(C=C7)O)O4)CC8CC8)O,digestive_system_disease
90,Ulcerative Colitis,Alicaforsen,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=S)([O-])OC3CC(OC3COP(=S)([O-])OC4CC(OC4COP(=S)([O-])OC5CC(OC5COP(=S)([O-])OC6CC(OC6COP(=S)([O-])OC7CC(OC7COP(=S)([O-])OC8CC(OC8COP(=S)([O-])OC9CC(OC9COP(=S)([O-])OC1CC(OC1CO)N1C=NC2=C1N=C(NC2=O)N)N1C=CC(=NC1=O)N)N1C=CC(=NC1=O)N)N1C=CC(=NC1=O)N)N1C=NC2=C(N=CN=C21)N)N1C=NC2=C(N=CN=C21)N)N1C=NC2=C1N=C(NC2=O)N)N1C=CC(=NC1=O)N)OP(=S)([O-])OCC1C(CC(O1)N1C=NC2=C1N=C(NC2=O)N)OP(=S)([O-])OCC1C(CC(O1)N1C=NC2=C1N=C(NC2=O)N)OP(=S)([O-])OCC1C(CC(O1)N1C=CC(=NC1=O)N)OP(=S)([O-])OCC1C(CC(O1)N1C=NC2=C(N=CN=C21)N)OP(=S)([O-])OCC1C(CC(O1)N1C=C(C(=O)NC1=O)C)OP(=S)([O-])OCC1C(CC(O1)N1C=CC(=NC1=O)N)OP(=S)([O-])OCC1C(CC(O1)N1C=CC(=NC1=O)N)OP(=S)([O-])OCC1C(CC(O1)N1C=NC2=C1N=C(NC2=O)N)OP(=S)([O-])OCC1C(CC(O1)N1C=C(C(=O)NC1=O)C)OP(=S)([O-])OCC1C(CC(O1)N1C=CC(=NC1=O)N)OP(=S)([O-])OCC1C(CC(O1)N1C=NC2=C(N=CN=C21)N)O,digestive_system_disease
91,Cystic Fibrosis,Tezacaftor,CC(C)(CO)C1=CC2=CC(=C(C=C2N1CC(CO)O)F)NC(=O)C3(CC3)C4=CC5=C(C=C4)OC(O5)(F)F,digestive_system_disease
92,Cystic Fibrosis,Ivacaftor,CC(C)(C)C1=CC(=C(C=C1NC(=O)C2=CNC3=CC=CC=C3C2=O)O)C(C)(C)C,digestive_system_disease
111,Chronic Hepatitis B,Entecavir,C=C1C(CC(C1CO)O)N2C=NC3=C2N=C(NC3=O)N,digestive_system_disease
122,Prader-Willi Syndrome|Hyperphagia,Livoletide,CC(C)C1C(=O)NC(C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCN=C(N)N)CCC(=O)N)CC3=CN=CN3)CCC(=O)O)CO)CCC(=O)N,digestive_system_disease
142,Pancreatic Cancer,Vatalanib,C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)CC4=CC=NC=C4,digestive_system_disease
157,Hepatitis C|Chronic Hepatitis C,Miravirsen,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=S)(O)OC3C4C(OC3(CO4)COP(=S)(O)OC5CC(OC5COP(=S)(O)OC6C7C(OC6(CO7)CO)N8C=CC(=NC8=O)N)N9C=CC(=NC9=O)N)N1C=NC2=C(N=CN=C21)N)OP(=S)(O)OCC1C(CC(O1)N1C=C(C(=O)NC1=O)C)OP(=S)(O)OCC12COC(C1OP(=S)(O)OCC13COC(C1OP(=S)(O)OCC1C(CC(O1)N1C=CC(=NC1=O)N)OP(=S)(O)OCC1C(CC(O1)N1C=NC4=C(N=CN=C41)N)OP(=S)(O)OCC14COC(C1OP(=S)(O)OCC1C(CC(O1)N1C=NC5=C(N=CN=C51)N)OP(=S)(O)OCC15COC(C1OP(=S)(O)OCC1C(CC(O1)N1C=C(C(=O)NC1=O)C)OP(=S)(O)OCC16COC(C1OP(=S)(O)OCC17COC(C1O)C(O7)N1C=CC(=NC1=O)N)C(O6)N1C=CC(=NC1=O)N)C(O5)N1C=CC(=NC1=O)N)C(O4)N1C=CC(=NC1=O)N)C(O3)N1C=C(C(=O)NC1=O)C)C(O2)N1C=NC2=C1N=C(NC2=O)N,digestive_system_disease
158,Hepatitis C|Chronic Hepatitis C,Telaprevir,CCCC(C(=O)C(=O)NC1CC1)NC(=O)C2C3CCCC3CN2C(=O)C(C(C)(C)C)NC(=O)C(C4CCCCC4)NC(=O)C5=NC=CN=C5,digestive_system_disease
160,"Carcinoma, Hepatocellular",Refametinib,COC1=CC(=C(C(=C1NS(=O)(=O)C2(CC2)CC(CO)O)NC3=C(C=C(C=C3)I)F)F)F,digestive_system_disease
174,"Carcinoma, Hepatocellular",Meclizine,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,digestive_system_disease
178,"Hepatitis B, Chronic",Adefovir,C1=NC(=C2C(=N1)N(C=N2)CCOCP(=O)(O)O)N,digestive_system_disease
190,Hepatic Insufficiency,Tipranavir,CCCC1(CC(=C(C(=O)O1)C(CC)C2=CC(=CC=C2)NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)O)CCC4=CC=CC=C4,digestive_system_disease
192,Colorectal Cancer|Metastatic Cancer,Floxuridine,C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O,digestive_system_disease
197,Advanced Gastrointestinal Tumors,Minnelide,CC(C)C12C(O1)C3C4(O3)C5(CCC6=C(C5CC7C4(C2OCOP(=O)([O-])[O-])O7)COC6=O)C.[Na+].[Na+],digestive_system_disease
209,Chronic Hepatitis c,Ravidasvir,CC(C)C(C(=O)N1CCCC1C2=NC3=C(N2)C=C(C=C3)C4=CC5=C(C=C4)C=C(C=C5)C6=CN=C(N6)C7CCCN7C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC,digestive_system_disease
225,Cystic Fibrosis|Methicillin-resistant Staphylococcus Aureus,Mupirocin,CC(C1C(O1)CC2COC(C(C2O)O)CC(=CC(=O)OCCCCCCCCC(=O)O)C)C(C)O,digestive_system_disease
231,Solid Tumors|Non-small Cell Lung Cancer|Castration Resistant Prostate Cancer|Microsatellite Stable Colorectal Cancer,Navarixin,CCC(C1=CC=C(O1)C)NC2=C(C(=O)C2=O)NC3=CC=CC(=C3O)C(=O)N(C)C,digestive_system_disease
249,Infectious Diarrhoea,Rifamycin,CC1C=CC=C(C(=O)NC2=CC(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C,digestive_system_disease
253,Gastric Cancer,Tegafur,C1CC(OC1)N2C=C(C(=O)NC2=O)F,digestive_system_disease
270,Spinal Cord Injuries|Constipation|Neurogenic Bowel,Glycopyrrolate,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C.[Br-],digestive_system_disease
271,Metastatic Colorectal Cancer,Trifluridine,C1C(C(OC1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,digestive_system_disease
283,Breast Cancer|Gastrointestinal Cancer|Non Small Cell Lung Cancer|Other Cancer,Alectinib,CCC1=CC2=C(C=C1N3CCC(CC3)N4CCOCC4)C(C5=C(C2=O)C6=C(N5)C=C(C=C6)C#N)(C)C,digestive_system_disease
