,Unnamed: 0,Conditions,Drug,Smiles,Phases,Study Status,Disease
5324,7144,Parkinson Disease|Healthy,Foliglurax,C1COCCN1CCCC2=CC3=C(C=C2)OC(=CC3=NO)C4=NC=C5C=CSC5=C4,PHASE1,,nervous_system_disease
5323,7141,Primary CNS Lymphoma|Refractory Primary CNS Lymphoma|Relapsed Primary CNS Lymphoma,Tisagenlecleucel,,PHASE1,,nervous_system_disease
5320,7069,Gastroparesis,Camicinal,CC1CN(CCN1)CC2=CC=C(C=C2)CC(=O)N3CCC(CC3)NC4=CC(=CC=C4)F,PHASE2,,nervous_system_disease
5319,7050,Epstein-Barr Virus (EBV)-Associated Diseases|EBV+ Lymphoproliferative Disease With Primary Immunodeficiency (EBV+ PID LPD)|EBV+ Lymphoproliferative Disease With Acquired (Non-congenital) Immunodeficiency (EBV+ AID LPD)|EBV+ Posttransplant Lymphoproliferative Disease in Central Nervous System (EBV+ CNS PTLD)|EBV+ Post-transplant Lymphoproliferative Disease (EBV+ PTLD)|Solid Organ Transplant Complications|Lymphoproliferative Disorders|Allogeneic Hematopoietic Cell Transplant|Stem Cell Transplant Complications|EBV+ Sarcomas|Leiomyosarcoma,Tabelecleucel,,PHASE2,,nervous_system_disease
5318,7040,Williams Beuren Syndrome,Minoxidil,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,PHASE2,,nervous_system_disease
5317,7021,Partial Epilepsy,Cenobamate,C1=CC=C(C(=C1)C(CN2N=CN=N2)OC(=O)N)Cl,PHASE1,,nervous_system_disease
5316,6991,Chronic Obstructive Pulmonary Disease,Olodaterol,CC(C)(CC1=CC=C(C=C1)OC)NCC(C2=C3C(=CC(=C2)O)NC(=O)CO3)O,APPROVED,,nervous_system_disease
5315,6990,Alzheimer Disease,Pepinemab,,PHASE1|PHASE2,,nervous_system_disease
5314,6989,Facial Bones Fracture,Ramosetron,CN1C=C(C2=CC=CC=C21)C(=O)C3CCC4=C(C3)NC=N4,APPROVED,,nervous_system_disease
5313,6980,"Muscular Dystrophy, Duchenne",Edasalonexent,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)NCCNC(=O)C1=CC=CC=C1O,PHASE1|PHASE2,,nervous_system_disease
5312,6979,Erosive Reflux Disease,Esomeprazole,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,APPROVED,,nervous_system_disease
5311,6978,Erosive Reflux Disease,Tegoprazan,CC1=NC2=C(N1)C=C(C=C2OC3CCOC4=C3C(=CC(=C4)F)F)C(=O)N(C)C,APPROVED,,nervous_system_disease
5310,6973,"Schizophrenia|Drug Induced Movement Disorder, Unspecified|Oxidative Stress",Cobalamin,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co+2],PHASE2|PHASE3,,nervous_system_disease
5309,6957,Primary Progressive Multiple Sclerosis|Secondary Progressive Multiple Sclerosis|Multiple Sclerosis,Foralumab,,PHASE1,,nervous_system_disease
5308,6924,Alzheimer's Disease,Idalopirdine,C1=CC(=CC(=C1)OCC(C(F)F)(F)F)CNCCC2=CNC3=C2C=CC(=C3)F,PHASE1,,nervous_system_disease
5307,6895,Cerebral Infarction,Triflusal,CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(=O)O,APPROVED,,nervous_system_disease
5306,6876,Stroke,Basmisanil,CC1=C(C(=NO1)C2=CC=C(C=C2)F)COC3=NC=C(C=C3)C(=O)N4CCS(=O)(=O)CC4,PHASE2,,nervous_system_disease
5305,6859,Obstructive Sleep Apnea|Obesity|Hypertension,Sibutramine,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,APPROVED,,nervous_system_disease
5300,6806,Brain and Central Nervous System Tumors,Mibefradil,CC(C)C1C2=C(CCC1(CCN(C)CCCC3=NC4=CC=CC=C4N3)OC(=O)COC)C=C(C=C2)F,PHASE1,,nervous_system_disease
5299,6791,Brain Tumors,Esmolol,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O,PHASE1,,nervous_system_disease
5298,6789,Phrenic Nerve Paralysis|Diaphragm Sellae Meningioma|Complications|Respiratory Complication|Nerve Block|Brachial Plexus Block,Prilocaine,CCCNC(C)C(=O)NC1=CC=CC=C1C,APPROVED,,nervous_system_disease
5297,6754,Acute Ischemic Stroke,Balovaptan,CN1CC2=C(C=CC(=C2)Cl)N3C(=NN=C3C4CCC(CC4)OC5=CC=CC=N5)C1,PHASE2,,nervous_system_disease
5296,6749,Recurrent High Grade Meningioma,Trabectedin,CC1=CC2=C(C3C4C5C6=C(C(=C7C(=C6C(N4C(C(C2)N3C)O)COC(=O)C8(CS5)C9=CC(=C(C=C9CCN8)O)OC)OCO7)C)OC(=O)C)C(=C1OC)O,PHASE2,,nervous_system_disease
5294,6712,"Gaucher Disease, Type 1|Cerebroside Lipidosis Syndrome|Glucocerebrosidase Deficiency Disease|Glucosylceramide Beta-Glucosidase Deficiency Disease|Gaucher Disease, Non-Neuronopathic Form",Eliglustat,CCCCCCCC(=O)NC(CN1CCCC1)C(C2=CC3=C(C=C2)OCCO3)O,PHASE2,,nervous_system_disease
5293,6707,Alzheimer's Disease,Posiphen,CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC4=CC=CC=C4)C)C,PHASE1|PHASE2,,nervous_system_disease
5292,6702,"Cerebral Stroke|Cerebrovascular Accident, Acute|Cerebrovascular Stroke|Stroke, Acute|Stroke",Dapsone,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,PHASE2|PHASE3,,nervous_system_disease
5290,6646,Sarcopenia|Osteopenia,Anamorelin,CC(C)(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)N3CCCC(C3)(CC4=CC=CC=C4)C(=O)N(C)N(C)C)N,PHASE1,,nervous_system_disease
5289,6629,Alzheimer's Disease,Velusetrag,CC(C)N1C2=CC=CC=C2C=C(C1=O)C(=O)NC3CC4CCC(C3)N4CC(CN(C)S(=O)(=O)C)O,PHASE1,,nervous_system_disease
5287,6612,Multiple Sclerosis,Ponesimod,CCCN=C1N(C(=O)C(=CC2=CC(=C(C=C2)OCC(CO)O)Cl)S1)C3=CC=CC=C3C,PHASE2,,nervous_system_disease
5285,6608,"Acute Pain|Burns|Adverse Drug Event|Respiratory Depression|Nausea and Vomiting, Postoperative",Oliceridine,COC1=C(SC=C1)CNCCC2(CCOC3(C2)CCCC3)C4=CC=CC=N4,APPROVED,,nervous_system_disease
5282,6593,Hypothyroidism|Trisomy 21,Levothyroxine,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N,APPROVED,,nervous_system_disease
5281,6580,Brain Cancer|Brain Stem Tumors|Pontine Tumors,Rindopepimut,,PHASE1,,nervous_system_disease
5278,6472,Neuromyelitis Optica Spectrum Disorder Relapse,Ruxolitinib,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,PHASE1|PHASE2,,nervous_system_disease
5276,6450,Plexiform Neurofibroma|Neurofibromatosis Type 1 (NF1),Mirdametinib,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O,PHASE2,,nervous_system_disease
5275,6404,"Coronary Disease|Angina, Unstable",Abciximab,,APPROVED,,nervous_system_disease
5274,6401,Opioid-induced Constipation,Naldemedine,CC(C)(C1=NC(=NO1)C2=CC=CC=C2)NC(=O)C3=C(C4C56CCN(C(C5(C3)O)CC7=C6C(=C(C=C7)O)O4)CC8CC8)O,PHASE2,,nervous_system_disease
5273,6394,"Epilepsy, Partial",Seletracetam,CCC(C(=O)N)N1CC(CC1=O)C=C(F)F,PHASE2,,nervous_system_disease
5272,6343,"Breast Cancer|Cholangiocarcinoma|Colorectal Cancer|Head and Neck Neoplasms|Lymphoma, Large-Cell, Anaplastic|Melanoma|Neuroendocrine Tumors|Non-Small Cell Lung Cancer|Ovarian Cancer|Pancreatic Cancer|Papillary Thyroid Cancer|Primary Brain Tumors|Renal Cell Carcinoma|Sarcomas|Salivary Gland Cancers|Adult Solid Tumor",Entrectinib,CN1CCN(CC1)C2=CC(=C(C=C2)C(=O)NC3=NNC4=C3C=C(C=C4)CC5=CC(=CC(=C5)F)F)NC6CCOCC6,PHASE2,,nervous_system_disease
5271,6321,Epilepsy Intractable,Clioquinol,C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1,PHASE2,,nervous_system_disease
5270,6316,Neuromyelitis Optica Spectrum Disorder|NMOSD,Satralizumab,,APPROVED,,nervous_system_disease
5269,6310,Sporadic Inclusion Body Myositis (sIBM),Bimagrumab,,PHASE2|PHASE3,,nervous_system_disease
5268,6288,Insomnia,Zaleplon,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,PHASE2,,nervous_system_disease
5266,6257,Multiple Sclerosis,Liothyronine,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O,PHASE1,,nervous_system_disease
5265,6255,Cerebral Infarction,Ozagrel,C1=CC(=CC=C1CN2C=CN=C2)C=CC(=O)O,APPROVED,,nervous_system_disease
5264,6233,Acromegaly,Paltusotine,C1CN(CCC1N)C2=C3C=C(C=CC3=NC=C2C4=CC(=CC(=C4)F)F)C5=CC=CC(=C5O)C#N,PHASE2,,nervous_system_disease
5263,6224,Alzheimer Disease,Donanemab,,PHASE2,,nervous_system_disease
5262,6222,Arterial Ischemic Stroke,Afamelanotide,CCCCC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CN=CN1)C(=O)NC(CC2=CC=CC=C2)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NCC(=O)NC(CCCCN)C(=O)N5CCCC5C(=O)NC(C(C)C)C(=O)N)NC(=O)C(CO)NC(=O)C(CC6=CC=C(C=C6)O)NC(=O)C(CO)NC(=O)C,PHASE2,,nervous_system_disease
5261,6198,Encephalopathy|HIV Infections|Radiculitis,Foscarnet,C(=O)(O)P(=O)(O)O,PHASE1,,nervous_system_disease
5260,6196,Abnormal Uterine Bleeding|Dysmenorrhea,Etonogestrel,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,PHASE2,,nervous_system_disease
5257,6132,Atrial Fibrillation|Coronary Artery Disease|Stable Angina|Stable Chronic Angina,Edoxaban,CN1CCC2=C(C1)SC(=N2)C(=O)NC3CC(CCC3NC(=O)C(=O)NC4=NC=C(C=C4)Cl)C(=O)N(C)C,APPROVED,,nervous_system_disease
5255,6080,Multiple Sclerosis,Palifermin,,PHASE1|PHASE2,,nervous_system_disease
5254,6076,Alzheimer Disease,Rofecoxib,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3,PHASE2|PHASE3,,nervous_system_disease
5253,6073,Intervertebral Disc Degeneration|Modic I Discopathy|Back Pain|Low Back Pain|Magnetic Resonance Imaging (MRI),Pamidronate,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O,PHASE2,,nervous_system_disease
5252,6063,Leptomeningeal Neoplasm|Metastatic Lung Non-Small Cell Carcinoma|Metastatic Malignant Neoplasm in the Brain|Recurrent Lung Non-Small Cell Carcinoma|Stage IV Lung Cancer AJCC v8|Stage IVA Lung Cancer AJCC v8|Stage IVB Lung Cancer AJCC v8,Telaglenastat,C1=CC=NC(=C1)CC(=O)NC2=NN=C(S2)CCCCC3=NN=C(C=C3)NC(=O)CC4=CC(=CC=C4)OC(F)(F)F,PHASE1,,nervous_system_disease
5250,6049,Duchenne Muscular Dystrophy,Givinostat,CCN(CC)CC1=CC2=C(C=C1)C=C(C=C2)COC(=O)NC3=CC=C(C=C3)C(=O)NO,PHASE2|PHASE3,,nervous_system_disease
5249,6044,Childhood Solid Neoplasm|Recurrent Malignant Solid Neoplasm|Recurrent Primary Central Nervous System Neoplasm|Refractory Malignant Solid Neoplasm|Refractory Primary Central Nervous System Neoplasm,Prexasertib,COC1=C(C(=CC=C1)OCCCN)C2=CC(=NN2)NC3=NC=C(N=C3)C#N,PHASE1,,nervous_system_disease
5248,6025,Cerebral Infarction,Vorapaxar,CCOC(=O)NC1CCC2C(C1)CC3C(C2C=CC4=NC=C(C=C4)C5=CC(=CC=C5)F)C(OC3=O)C,PHASE2,,nervous_system_disease
5247,6017,Multiple Sclerosis,Mangafodipir,[H+].[H+].[H+].[H+].CC1=NC=C(C(=C1O)CN(CCN(CC2=C(C(=NC=C2COP(=O)([O-])[O-])C)O)CC(=O)[O-])CC(=O)[O-])COP(=O)([O-])[O-].[Mn+2],PHASE1,,nervous_system_disease
5246,5966,Coronary Disease|Angina Pectoris,Bivalirudin,CCC(C)C(C(=O)N1CCCC1C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC(CC(C)C)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C5CCCN5C(=O)C(CC6=CC=CC=C6)N,APPROVED,,nervous_system_disease
5244,5925,Relapsing Remitting Multiple Sclerosis,Flupirtine,CCOC(=O)NC1=C(N=C(C=C1)NCC2=CC=C(C=C2)F)N,PHASE2,,nervous_system_disease
5243,5895,Early Alzheimer's Disease,Obicetrapib,CCC1CC(C2=C(N1C(=O)OCC)C=CC(=C2)C(F)(F)F)N(CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C4=NC=C(C=N4)OCCCC(=O)O,PHASE2,,nervous_system_disease
5242,5882,Spinal Muscular Atrophy,Reldesemtiv,C1C(CC1(CNC2=NC=C(C=N2)N3C=CC(=C3)C(=O)N)C4=C(C=CC=N4)F)F,PHASE2,,nervous_system_disease
5240,5852,Gastroparesis,Tradipitant,C1=CC=C(C(=C1)C(=O)C2=C(N=CC=C2)C3=C(N(N=N3)CC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F)C5=CC=NC=C5)Cl,PHASE2,,nervous_system_disease
5239,5850,Confirmed Genetic Diagnosis of Prader-Willi Syndrome,Tesofensine,CCOCC1C2CCC(N2C)CC1C3=CC(=C(C=C3)Cl)Cl,PHASE2,,nervous_system_disease
5233,5822,Parkinson Disease,Isradipine,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,PHASE2,,nervous_system_disease
5231,5810,Alzheimer Disease,Acitretin,CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)OC,PHASE2,,nervous_system_disease
5230,5807,Non-small Cell Lung Cancer,Lazertinib,CN(C)CC1=CN(N=C1C2=CC=CC=C2)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N5CCOCC5)OC,PHASE2,,nervous_system_disease
5228,5780,Persistent Developmental Stuttering,Pagoclone,CC(C)CCC(=O)CC1C2=CC=CC=C2C(=O)N1C3=NC4=C(C=C3)C=CC(=N4)Cl,PHASE2,,nervous_system_disease
5227,5748,Crohn's Disease|Abdominal Pain,Olorinab,CC(C)(C)C(CO)NC(=O)C1=NN(C2=C1CC3C2C3)C4=NC=C[N+](=C4)[O-],PHASE2,,nervous_system_disease
5226,5747,Agitation,Levosulpiride,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,PHASE2|PHASE3,,nervous_system_disease
5223,5733,Brain Metastases|Non-small Cell Lung Cancer,Lucanthone,CCN(CC)CCNC1=C2C(=C(C=C1)C)SC3=CC=CC=C3C2=O,PHASE2,,nervous_system_disease
5222,5728,High Blood Pressure|Migraine Headaches|Chest Pain,Nadolol,CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O,PHASE1,,nervous_system_disease
5219,5668,Essential Hypertension With Stable Angina and Dyslipidemia,Azilsartan,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NOC(=O)N5)C(=O)O,APPROVED,,nervous_system_disease
5218,5656,Memory Impairment,Vilazodone,C1CN(CCN1CCCCC2=CNC3=C2C=C(C=C3)C#N)C4=CC5=C(C=C4)OC(=C5)C(=O)N,PHASE2,,nervous_system_disease
5217,5632,Gastroparesis|Diabetes,Tegaserod,CCCCCN=C(N)NN=CC1=CNC2=C1C=C(C=C2)OC,APPROVED,,nervous_system_disease
5216,5628,"Subarachnoid Hemorrhage|Intracerebral Hemorrhage|Ventriculitis, Cerebral|Hydrocephalus",Nafcillin,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,PHASE1,,nervous_system_disease
5215,5625,Stroke|Acute Ischemic Stroke,Repinotan,C1CC2=CC=CC=C2OC1CNCCCCN3C(=O)C4=CC=CC=C4S3(=O)=O,PHASE2,,nervous_system_disease
5214,5624,Brain Tumors With Ill-defined Margins,Indigo,C1=CC=C2C(=C1)C(=C(N2)C3=NC4=CC=CC=C4C3=O)O,PHASE1|PHASE2,,nervous_system_disease
5213,5620,Alzheimer Disease,Talsaclidine,C#CCOC1CN2CCC1CC2,PHASE2|PHASE3,,nervous_system_disease
5212,5611,Brain and Central Nervous System Tumors,Laromustine,CNC(=O)N(N(CCCl)S(=O)(=O)C)S(=O)(=O)C,PHASE1,,nervous_system_disease
5211,5608,Duchenne Muscular Dystrophy (DMD),Bocidelpar,CC1=CN=C(N1CC2=CC=CC=C2OCCCC(C)CC(=O)O)C3=CC=C(C=C3)C(F)(F)F,PHASE1,,nervous_system_disease
5210,5579,Early Manifest Huntington Disease,Branaplam,CC1(CC(CC(N1)(C)C)OC2=NN=C(C=C2)C3=C(C=C(C=C3)C4=CNN=C4)O)C,PHASE2,,nervous_system_disease
5209,5578,Stroke|Cerebral Infarction|Brain Infarction|Brain Ischemia|Nervous System Diseases|Central Nervous System Diseases|Vascular Diseases,Butylphthalide,CCCCC1C2=CC=CC=C2C(=O)O1,APPROVED,,nervous_system_disease
5208,5576,Analgesic Rebound Headache,Almotriptan,CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3,APPROVED,,nervous_system_disease
5207,5564,Relapsing Multiple Sclerosis,Ozanimod,CC(C)OC1=C(C=C(C=C1)C2=NC(=NO2)C3=C4CCC(C4=CC=C3)NCCO)C#N,PHASE2|PHASE3,,nervous_system_disease
5206,5551,Symptomatic Neurogenic Orthostatic Hypotension (NOH)|Parkinson's Disease|Multiple System Atrophy,Fipamezole,CCC1(CC2=C(C1)C=C(C=C2)F)C3=CN=CN3,PHASE2,,nervous_system_disease
5204,5506,HIV Infections|Peripheral Nervous System Disease,Benztropine,CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4,PHASE2,,nervous_system_disease
5203,5505,HIV Infections|Peripheral Nervous System Disease,Benzatropine,CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4,PHASE2,,nervous_system_disease
5201,5476,Attention Deficit Hyperactivity Disorder,Centanafadine,C1C2C1(CNC2)C3=CC4=CC=CC=C4C=C3,PHASE2,,nervous_system_disease
5200,5473,Moderate to Severe Cyclic Mastalgia,Danazol,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC5=C(CC34C)C=NO5,PHASE2,,nervous_system_disease
5199,5445,"Aneurysm, Cerebral|Endovascular Procedures",Prasugrel,CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4,APPROVED,,nervous_system_disease
5195,5329,Acute Lymphoblastic Leukemia,Blinatumomab,,PHASE2,,nervous_system_disease
5194,5322,Solid Tumors|Brain Tumors|Brain Metastases,Satraplatin,CC(=O)O.CC(=O)O.C1CCC(CC1)N.N.Cl[Pt]Cl,PHASE1,,nervous_system_disease
5193,5318,Acute Myeloid Leukemia Post Cytotoxic Therapy|Down Syndrome|Myelodysplastic Syndrome Post Cytotoxic Therapy|Recurrent Acute Myeloid Leukemia|Recurrent Mixed Phenotype Acute Leukemia|Recurrent Myelodysplastic Syndrome|Refractory Acute Myeloid Leukemia|Refractory Mixed Phenotype Acute Leukemia|Refractory Myelodysplastic Syndrome,Uproleselan,CCC1CC(CC(C1OC2C(C(C(C(O2)C)O)O)O)OC3C(C(C(C(O3)CO)O)OC(CC4CCCCC4)C(=O)O)NC(=O)C)C(=O)NCCNC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC,PHASE1,,nervous_system_disease
5191,5304,"Muscular Atrophy, Spinal",Amifampridine,C1=CN=CC(=C1N)N,PHASE2,,nervous_system_disease
5190,5288,Fabry Disease,Migalastat,C1C(C(C(C(N1)CO)O)O)O,PHASE2,,nervous_system_disease
5189,5284,"Nontraumatic Intracerebral Hemorrhage, Multiple Localized",Urapidil,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC,APPROVED,,nervous_system_disease
5188,5283,"Nontraumatic Intracerebral Hemorrhage, Multiple Localized",Clevidipine,CCCC(=O)OCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,APPROVED,,nervous_system_disease
5187,5278,Meningitis|Meningococcal Meningitis|Meningococcal Infections,Gardasil,,PHASE2,,nervous_system_disease
5186,5262,"Migraine, With or Without Aura",Atogepant,CC1C(CC(C(=O)N1CC(F)(F)F)NC(=O)C2=CC3=C(CC4(C3)C5=C(NC4=O)N=CC=C5)N=C2)C6=C(C=CC(=C6F)F)F,PHASE2|PHASE3,,nervous_system_disease
5185,5247,Cesarean Section|Pain Management|Neuropathic Pain,Metamizole,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)O,APPROVED,,nervous_system_disease
5183,5217,"Neurofibroma, Plexiform|Precursor Cell Lymphoblastic Leukemia-Lymphoma|Leukemia, Promyelocytic, Acute|Sarcoma",Pexidartinib,C1=CC(=NC=C1CC2=CNC3=C2C=C(C=N3)Cl)NCC4=CN=C(C=C4)C(F)(F)F,PHASE1,,nervous_system_disease
5182,5216,Aicardi-Goutières Syndrome (AGS),Abacavir,C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)C4CC(C=C4)CO,PHASE2,,nervous_system_disease
5179,5179,Epilepsy,Vinpocetine,CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(=C2)C(=O)OCC,PHASE1|PHASE2,,nervous_system_disease
5178,5168,Chest Pain|Gastrointestinal Reflux Disease,Dexlansoprazole,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,APPROVED,,nervous_system_disease
5177,5146,Non-Hodgkin Lymphoma,Tafasitamab,,PHASE2,,nervous_system_disease
5176,5126,"ADHD|Attention Deficit Hyperactivity Disorder|Attention Deficit Disorder|ADD|ADHD Predominantly Inattentive Type|ADHD - Combined Type|ADHD, Predominantly Hyperactive - Impulsive|Attention-Deficit Disorder in Adolescence|Attention-Deficit Hyperactivity Disorder Symptoms|Attention-Deficit Hyperactivity Disorder",Hops,,PHASE1,,nervous_system_disease
5175,5121,Migraine,Flunarizine,C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,APPROVED,,nervous_system_disease
5174,5114,Morton's Neuroma,Resiniferatoxin,CC1CC2(C3C4C1(C5C=C(C(=O)C5(CC(=C4)COC(=O)CC6=CC(=C(C=C6)O)OC)O)C)OC(O3)(O2)CC7=CC=CC=C7)C(=C)C,PHASE1,,nervous_system_disease
5172,5082,Depression,Mianserin,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,APPROVED,,nervous_system_disease
5170,5038,Psychosis|Intellectual Disability,Clozapine,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,PHASE2,,nervous_system_disease
5169,5037,"Headache, Migraine",Norgestimate,CCC12CCC3C(C1CCC2(C#C)OC(=O)C)CCC4=CC(=NO)CCC34,PHASE1,,nervous_system_disease
5168,5004,"Malignant Primary Brain Tumors|Brain Metastases, Adult",Pritumumab,,PHASE1,,nervous_system_disease
5167,4980,Fatigue|Musculoskeletal Pain|Cognitive Decline,Pregnenolone,CC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,PHASE2,,nervous_system_disease
5166,4978,Spasticity,Tizanidine,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,PHASE2,,nervous_system_disease
5162,4876,Autonomic Failure|Orthostatic Hypotension,Oxymetazoline,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,PHASE1,,nervous_system_disease
5161,4871,Autonomic Failure|Orthostatic Hypotension,Tranylcypromine,C1C(C1N)C2=CC=CC=C2,PHASE1,,nervous_system_disease
5159,4863,Autonomic Failure|Orthostatic Hypotension,Yohimbine,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O,PHASE1,,nervous_system_disease
5158,4834,Nicotine Withdrawal|Marijuana Dependence|Cannabis Dependence|Nicotine Dependence|Cannabis Abuse,Aprepitant,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NNC(=O)N3)C4=CC=C(C=C4)F,PHASE1,,nervous_system_disease
5157,4831,Parkinson Disease,Bromocriptine,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O,APPROVED,,nervous_system_disease
5156,4818,"Acute Coronary Syndrome|Angina, Unstable",Eptifibatide,C1CC2C(=O)NC(CSSCCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N,PHASE2,,nervous_system_disease
5155,4773,"Multiple Sclerosis|Multiple Sclerosis, Relapsing-Remitting",Bazedoxifene,CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O,PHASE2,,nervous_system_disease
5153,4761,Attention Deficit Disorder With Hyperactivity Disease|Hyperkinesis|Attention Deficit and Disruptive Behavior Disorders,Tipepidine,CN1CCCC(=C(C2=CC=CS2)C3=CC=CS3)C1,PHASE1|PHASE2,,nervous_system_disease
5150,4748,Neurologic Claudication in Patients With Lumbar Spinal Stenosis,Limaprost,CCCCC(C)CC(C=CC1C(CC(=O)C1CCCCC=CC(=O)O)O)O,APPROVED,,nervous_system_disease
5147,4675,Primary Insomnia,Adipiplon,CCCC1=C(N=CN2C1=NC(=N2)C)CN3C=CN=C3C4=C(C=CC=N4)F,PHASE2,,nervous_system_disease
5146,4652,Acute Coronary Syndrome (ACS)|High On-treatment Platelet Reactivity (HTPR)|Microvascular Obstruction (MVO)|ST-segment Elevation Myocardial Infarction (STEMI)|Thrombolysis in Myocardial Infarction (TIMI)|Unstable Angina (UA),Cangrelor,CSCCNC1=C2C(=NC(=N1)SCCC(F)(F)F)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(C(P(=O)(O)O)(Cl)Cl)O)O)O,APPROVED,,nervous_system_disease
