,Conditions,Drug,Smiles,Phases,Disease
4366,Pompe Disease,Bortezomib,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,APPROVED,nervous_system_disease
4367,Attention Deficit Hyperactivity Disorder,Methylphenidate,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,APPROVED,nervous_system_disease
4368,Alzheimer's Disease,Galantamine,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,APPROVED,nervous_system_disease
4369,Alzheimer's Disease,Memantine,CC12CC3CC(C1)(CC(C3)(C2)N)C,APPROVED,nervous_system_disease
4370,Hepatic Encephalopathy,Lactulose,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O,APPROVED,nervous_system_disease
4371,Multiple Sclerosis,Dexrazoxane,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,PHASE2,nervous_system_disease
4372,Multiple Sclerosis,Mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,PHASE2,nervous_system_disease
4374,Advanced Cancer|Malignant Neoplasm of Breast|Malignant Neoplasms of Bone and Articular Cartilage|Malignant Neoplasms of Digestive Organs|Malignant Neoplasms of Eye Brain and Other Parts of Central Nervous System|Malignant Neoplasms of Female Genital Organs|Malignant Neoplasms of Ill-defined Secondary and Unspecified Sites|Malignant Neoplasms of Independent (Primary) Multiple Sites|Malignant Neoplasms of Lip Oral Cavity and Pharynx|Malignant Neoplasms of Male Genital Organs|Malignant Neoplasms of Mesothelial and Soft Tissue|Malignant Neoplasms of Respiratory and Intrathoracic Organs|Malignant Neoplasms of Thyroid and Other Endocrine Glands|Malignant Neoplasms of Urinary Tract,Lenvatinib,COC1=CC2=NC=CC(=C2C=C1C(=O)N)OC3=CC(=C(C=C3)NC(=O)NC4CC4)Cl,PHASE1,nervous_system_disease
4375,Advanced Cancer|Malignant Neoplasm of Breast|Malignant Neoplasms of Bone and Articular Cartilage|Malignant Neoplasms of Digestive Organs|Malignant Neoplasms of Eye Brain and Other Parts of Central Nervous System|Malignant Neoplasms of Female Genital Organs|Malignant Neoplasms of Ill-defined Secondary and Unspecified Sites|Malignant Neoplasms of Independent (Primary) Multiple Sites|Malignant Neoplasms of Lip Oral Cavity and Pharynx|Malignant Neoplasms of Male Genital Organs|Malignant Neoplasms of Mesothelial and Soft Tissue|Malignant Neoplasms of Respiratory and Intrathoracic Organs|Malignant Neoplasms of Thyroid and Other Endocrine Glands|Malignant Neoplasms of Urinary Tract,Capecitabine,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O,PHASE1,nervous_system_disease
4376,Stroke|Inflammation,Fingolimod,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N,PHASE2,nervous_system_disease
4377,Adult Giant Cell Glioblastoma|Adult Glioblastoma|Adult Gliosarcoma|Recurrent Adult Brain Neoplasm,Cediranib,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5,PHASE1,nervous_system_disease
4378,Adult Giant Cell Glioblastoma|Adult Glioblastoma|Adult Gliosarcoma|Recurrent Adult Brain Neoplasm,Cilengitide,CC(C)C1C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N1C)CC2=CC=CC=C2)CC(=O)O)CCCN=C(N)N,PHASE1,nervous_system_disease
4380,Ischemic Optic Neuropathy,Alprostadil,CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O,PHASE2,nervous_system_disease
4381,Memory Impairment Due to Corticosteroid Use|Hypomania Due to Corticosteroid Use|Hippocampal Atrophy Due to Corticosteroid,Lamotrigine,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,APPROVED,nervous_system_disease
4382,Schizophrenia,Risperidone,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,PHASE2|PHASE3,nervous_system_disease
4383,Breast Cancer,Paclitaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,PHASE2,nervous_system_disease
4384,HIV Infections|Insomnia,Doxepin,CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,APPROVED,nervous_system_disease
4385,Duchenne Muscular Dystrophy,Ezutromid,CCS(=O)(=O)C1=CC2=C(C=C1)OC(=N2)C3=CC4=CC=CC=C4C=C3,PHASE2,nervous_system_disease
4386,Parkinson's Disease|Dyskinesia,Sarizotan,C1CC2=CC=CC=C2OC1CNCC3=CC(=CN=C3)C4=CC=C(C=C4)F,PHASE2,nervous_system_disease
4387,Growing Vestibular Schwannomas,Nilotinib,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,PHASE2,nervous_system_disease
4388,Morbid Obesity|Postoperative Pain|Postoperative Bowel Function|Postoperative Ambulation,Morphine,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,PHASE2|PHASE3,nervous_system_disease
4389,Morbid Obesity|Postoperative Pain|Postoperative Bowel Function|Postoperative Ambulation,Levobupivacaine,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,PHASE2|PHASE3,nervous_system_disease
4390,Epilepsy,Ganaxolone,CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)(C)O)C)C,PHASE2,nervous_system_disease
4391,Neuromyelitis Optica Spectrum Disorder,Azathioprine,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],PHASE2|PHASE3,nervous_system_disease
4392,Diabetic Macular Edema,Pegaptanib,COCCOC(=O)NCCCCC(C(=O)NCCCCCCCOP(=O)(C)O)NC(=O)OCCOC,APPROVED,nervous_system_disease
4394,Amyotrophic Lateral Sclerosis (ALS),Olanzapine,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,PHASE2|PHASE3,nervous_system_disease
4395,Parkinson Disease,Selegiline,CC(CC1=CC=CC=C1)N(C)CC#C,APPROVED,nervous_system_disease
4396,Acute Pain,Lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,PHASE2,nervous_system_disease
4397,Migraine,Lasmiditan,CN1CCC(CC1)C(=O)C2=NC(=CC=C2)NC(=O)C3=C(C=C(C=C3F)F)F,PHASE2,nervous_system_disease
4398,Parkinson Disease,Carbidopa,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN,PHASE2,nervous_system_disease
4399,Parkinson Disease,Levodopa,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,PHASE2,nervous_system_disease
4400,Relapsing-remitting Multiple Sclerosis,Glatiramer,CC(C(=O)O)N.C1=CC(=CC=C1CC(C(=O)O)N)O.C(CCN)CC(C(=O)O)N.C(CC(=O)O)C(C(=O)O)N,APPROVED,nervous_system_disease
4401,Myofacial Pain,Gabapentin,C1CCC(CC1)(CC(=O)O)CN,APPROVED,nervous_system_disease
4402,Myofacial Pain,Amitriptyline,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,APPROVED,nervous_system_disease
4405,Cataract|Miosis,Ketorolac,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,PHASE2,nervous_system_disease
4406,Cataract|Miosis,Nepafenac,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)N,PHASE2,nervous_system_disease
4407,Cataract|Miosis,Cyclopentolate,CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O,PHASE2,nervous_system_disease
4408,Parkinson's Disease,Varenicline,C1C2CNCC1C3=CC4=NC=CN=C4C=C23,PHASE2,nervous_system_disease
4409,Intracerebral Hemorrhage,Deferoxamine,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O,PHASE1,nervous_system_disease
4410,Hypogonadism|Diabetes|Sarcopenia|Osteoporosis|Depression,Anastrozole,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,PHASE2,nervous_system_disease
4412,CNS Tumor|Solid Tumor,Entinostat,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,PHASE1|PHASE2,nervous_system_disease
4413,Achalasia,Fentanyl,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,APPROVED,nervous_system_disease
4414,Achalasia,Oxycodone,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,APPROVED,nervous_system_disease
4415,Cerebral Vasospasm|Subarachnoid Hemorrhage,Sildenafil,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,PHASE2,nervous_system_disease
4416,Compliance|Chronic Pain,Quinine,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,PHASE2,nervous_system_disease
4417,Multiple Sclerosis,Teriflunomide,CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O,PHASE2,nervous_system_disease
4418,Duchenne Muscular Dystrophy,Viltolarsen,CC1=CN(C(=O)NC1=O)C2CN(CC(O2)COP(=O)(N3CC(OC(C3)N4C=C(C(=O)NC4=O)C)COP(=O)(N5CC(OC(C5)N6C=NC7=C6N=C(NC7=O)N)COP(=O)(N8CC(OC(C8)N9C=C(C(=O)NC9=O)C)COP(=O)(N1CC(OC(C1)N1C=NC2=C1N=C(NC2=O)N)COP(=O)(N1CC(OC(C1)N1C=NC2=C1N=C(NC2=O)N)COP(=O)(N1CC(OC(C1)N1C=NC2=C(N=CN=C21)N)COP(=O)(N1CC(OC(C1)N1C=NC2=C(N=CN=C21)N)COP(=O)(N1CC(OC(C1)N1C=NC2=C1N=C(NC2=O)N)COP(=O)(N1CC(OC(C1)N1C=C(C(=O)NC1=O)C)COP(=O)(N1CC(OC(C1)N1C=CC(=NC1=O)N)COP(=O)(N1CC(OC(C1)N1C=C(C(=O)NC1=O)C)COP(=O)(N1CC(OC(C1)N1C=C(C(=O)NC1=O)C)COP(=O)(N1CC(OC(C1)N1C=NC2=C1N=C(NC2=O)N)COP(=O)(N1CC(OC(C1)N1C=NC2=C1N=C(NC2=O)N)COP(=O)(N1CC(OC(C1)N1C=CC(=NC1=O)N)COP(=O)(N1CC(OC(C1)N1C=CC(=NC1=O)N)COP(=O)(N1CC(OC(C1)N1C=C(C(=O)NC1=O)C)COP(=O)(N1CC(OC(C1)N1C=CC(=NC1=O)N)COP(=O)(N1CC(OC(C1)N1C=CC(=NC1=O)N)CO)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)N(C)C)P(=O)(N(C)C)OCC1CNCC(O1)N1C=CC(=NC1=O)N,PHASE2,nervous_system_disease
4419,Alzheimer's Disease|Depression,Sertraline,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,PHASE2|PHASE3,nervous_system_disease
4421,Attention Deficit Hyperactivity Disorder,Atomoxetine,CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2,APPROVED,nervous_system_disease
4422,Huntington's Disease,Pridopidine,CCCN1CCC(CC1)C2=CC(=CC=C2)S(=O)(=O)C,PHASE2,nervous_system_disease
4423,"Leukemia, Juvenile Myelomonocytic|JMML|JCML|Neurofibromatosis 1|CBL Syndrome",Trametinib,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,PHASE1|PHASE2,nervous_system_disease
4424,"Leukemia, Juvenile Myelomonocytic|JMML|JCML|Neurofibromatosis 1|CBL Syndrome",Azacitidine,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N,PHASE1|PHASE2,nervous_system_disease
4425,"Leukemia, Juvenile Myelomonocytic|JMML|JCML|Neurofibromatosis 1|CBL Syndrome",Fludarabine,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)O)F)N,PHASE1|PHASE2,nervous_system_disease
4427,Diffuse Intrinsic Pontine Glioma,Imiquimod,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,PHASE1,nervous_system_disease
4428,Brain Tumor - Metastatic,Carmustine,C(CCl)NC(=O)N(CCCl)N=O,PHASE2,nervous_system_disease
4429,Epilepsy,Lacosamide,CC(=O)NC(COC)C(=O)NCC1=CC=CC=C1,PHASE2,nervous_system_disease
4430,Polymyalgia Rheumatica|Effect of Drug|Safety Issues,Tofacitinib,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N,PHASE2,nervous_system_disease
4431,Huntington Disease,Triheptanoin,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC,PHASE2,nervous_system_disease
4432,Polyneuropathy,Imipramine,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,APPROVED,nervous_system_disease
4433,Agitation|Psychosis|Alzheimer's Disease,Escitalopram,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,APPROVED,nervous_system_disease
4435,Acromegaly,Lanreotide,CC(C)C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)N)C(=O)NC(C(C)O)C(=O)N,PHASE2|PHASE3,nervous_system_disease
4436,"Akathisia, Drug-Induced|Antipsychotic Agents|Movement Disorders",Preladenant,COCCOC1=CC=C(C=C1)N2CCN(CC2)CCN3C4=C(C=N3)C5=NC(=NN5C(=N4)N)C6=CC=CO6,PHASE2,nervous_system_disease
4437,"Akathisia, Drug-Induced|Antipsychotic Agents|Movement Disorders",Haloperidol,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,PHASE2,nervous_system_disease
4439,Carotid Artery Stenosis,Remifentanil,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC,APPROVED,nervous_system_disease
4443,Multiple Sclerosis|Fatigue,Ketamine,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,PHASE1|PHASE2,nervous_system_disease
4444,Multiple Sclerosis|Fatigue,Midazolam,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,PHASE1|PHASE2,nervous_system_disease
4445,Eye Pain,Loteprednol,CC12CC(C3C(C1CCC2(C(=O)OCCl)O)CCC4=CC(=O)C=CC34C)O,PHASE1,nervous_system_disease
4447,Peripheral Neuropathy|Antineoplastic Combined Chemotherapy Protocols,Nabilone,CCCCCCC(C)(C)C1=CC(=C2C3CC(=O)CCC3C(OC2=C1)(C)C)O,APPROVED,nervous_system_disease
4448,Muscle Weakness|Anterior Cruciate Ligament Rupture,Tramadol,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O,PHASE2|PHASE3,nervous_system_disease
4449,Muscle Weakness|Anterior Cruciate Ligament Rupture,Paracetamol,CC(=O)NC1=CC=C(C=C1)O,PHASE2|PHASE3,nervous_system_disease
4450,Pelvic Pain|Interstitial Cystitis|Bladder Diseases,Lidocaine,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,PHASE2,nervous_system_disease
4451,Peripheral Nervous System Diseases,Ricolinostat,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=NC=C(C=N3)C(=O)NCCCCCCC(=O)NO,PHASE1,nervous_system_disease
4452,Brain Metastasis,Vorinostat,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,PHASE2,nervous_system_disease
4454,Overactive Bladder Syndrome|Urge Incontinence|Urinary Incontinence|Detrusor Hyperreflexia|Detrusor Instability,Phenazopyridine,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N,APPROVED,nervous_system_disease
4455,Postmenopausal Osteoporosis,Alendronate,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN,APPROVED,nervous_system_disease
4456,Irritable Bowel Syndrome,Lubiprostone,CCCCC(C1(CCC2C(O1)CC(=O)C2CCCCCCC(=O)O)O)(F)F,PHASE1,nervous_system_disease
4457,Tuberculous Meningitis,Rifampin,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,PHASE2,nervous_system_disease
4458,Tuberculous Meningitis,Rifampicin,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,PHASE2,nervous_system_disease
4459,Tuberculous Meningitis,Isoniazid,C1=CN=CC=C1C(=O)NN,PHASE2,nervous_system_disease
4460,Tuberculous Meningitis,Linezolid,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,PHASE2,nervous_system_disease
4461,Tuberculous Meningitis,Pyrazinamide,C1=CN=C(C=N1)C(=O)N,PHASE2,nervous_system_disease
4462,Chest Pain Rule Out Myocardial Infarction,Citalopram,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,APPROVED,nervous_system_disease
4463,Gastroparesis,Buspirone,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,PHASE2,nervous_system_disease
4464,Brain Neoplasms|Non Small Cell Lung Cancer,Gefitinib,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,PHASE2,nervous_system_disease
4466,Bipolar Disorder|Bipolar Affective Psychosis|Mania|Manic Disorder|Manic State,Quetiapine,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,APPROVED,nervous_system_disease
4467,Sleep Initiation and Maintenance Disorders,Lemborexant,CC1=NC(=NC=C1OCC2(CC2C(=O)NC3=NC=C(C=C3)F)C4=CC(=CC=C4)F)C,PHASE2,nervous_system_disease
4468,Neuropathic Pain|Chemotherapy Effect,Telmisartan,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,PHASE2,nervous_system_disease
4469,Migraine Headache,Psilocybin,CN(C)CCC1=CNC2=C1C(=CC=C2)OP(=O)(O)O,PHASE1,nervous_system_disease
4470,Craniocerebral Injury,Oxiracetam,C1C(CN(C1=O)CC(=O)N)O,PHASE2,nervous_system_disease
4471,Parkinson Disease,Tavapadon,CC1=C(C=CC(=C1)OC2=C(C=CC=N2)C(F)(F)F)C3=C(C(=O)NC(=O)N3C)C,PHASE1,nervous_system_disease
4472,Brain Metastases|HR+ Metastatic Breast Cancer,Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,PHASE1|PHASE2,nervous_system_disease
4473,"Cerebral Palsy|Hip Dysplasia|Pain, Postoperative",Ropivacaine,CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,APPROVED,nervous_system_disease
4474,"Trauma, Brain",Amantadine,C1C2CC3CC1CC(C2)(C3)N,APPROVED,nervous_system_disease
4475,"Spinal Cord Injured, Tetraplegia",Melatonin,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,PHASE1,nervous_system_disease
4476,Peripheral Nerve Sheath Tumor,Tazemetostat,CCN(C1CCOCC1)C2=CC(=CC(=C2C)C(=O)NCC3=C(C=C(NC3=O)C)C)C4=CC=C(C=C4)CN5CCOCC5,PHASE2,nervous_system_disease
4477,Alzheimer's Disease,Bexarotene,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C,PHASE2,nervous_system_disease
4479,Peripheral Neuropathy|Neuropathic Pain,Duloxetine,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,PHASE2,nervous_system_disease
4480,Spinal Cord Injury|Pressure Ulcers,Pioglitazone,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,PHASE2,nervous_system_disease
4481,Alzheimer Disease|Healthy Volunteers,Donepezil,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,PHASE1,nervous_system_disease
4482,Polymyalgia Rheumatica|Inflammatory Diseases,Prednisone,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,PHASE2,nervous_system_disease
4483,Stroke,Serotonin,C1=CC2=C(C=C1O)C(=CN2)CCN,PHASE2,nervous_system_disease
4484,Fibromyalgia,Mecobalamin,[CH3-].CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=C(C7=NC(=CC8=NC(=C(C4=N5)C)C(C8(C)C)CCC(=O)N)C(C7(C)CC(=O)N)CCC(=O)N)C)[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co+3],PHASE1|PHASE2,nervous_system_disease
4485,Alcohol-induced Brain Injury,Edaravone,CC1=NN(C(=O)C1)C2=CC=CC=C2,PHASE2,nervous_system_disease
4486,Clostridium Difficile|Spinal Cord Injury,Fidaxomicin,CCC1C=C(C(CC=CC=C(C(=O)OC(CC=C(C=C(C1OC2C(C(C(C(O2)(C)C)OC(=O)C(C)C)O)O)C)C)C(C)O)COC3C(C(C(C(O3)C)OC(=O)C4=C(C(=C(C(=C4O)Cl)O)Cl)CC)O)OC)O)C,APPROVED,nervous_system_disease
4487,Clostridium Difficile|Spinal Cord Injury,Vancomycin,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O,APPROVED,nervous_system_disease
4488,Subarachnoid Hemorrhage|Cerebral Vasospasm,Dantrolene,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-],PHASE1|PHASE2,nervous_system_disease
4489,Multiple Sclerosis,Tricyclazole,CC1=C2C(=CC=C1)SC3=NN=CN23,PHASE1,nervous_system_disease
4490,Focal Epilepsy,Tiagabine,CC1=C(SC=C1)C(=CCCN2CCCC(C2)C(=O)O)C3=C(C=CS3)C,APPROVED,nervous_system_disease
4491,Focal Epilepsy,Topiramate,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C,APPROVED,nervous_system_disease
4492,Focal Epilepsy,Zonisamide,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,APPROVED,nervous_system_disease
4493,AIDS Dementia Complex|HIV Infections,Nimodipine,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,PHASE1,nervous_system_disease
4494,AIDS Dementia Complex|HIV Infections,Zidovudine,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-],PHASE1,nervous_system_disease
4495,"Aneurysm, Ruptured|Vasospasm, Intracranial|Delayed Cerebral Ischemia|Blood Brain Barrier Defect",Minocycline,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,PHASE2,nervous_system_disease
4496,Parkinson's Disease|Psychotic Disorders,Melperone,CC1CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F,PHASE2,nervous_system_disease
4497,Advanced Cancer|Anorexia|Weight Loss|Insomnia,Mirtazapine,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,PHASE2,nervous_system_disease
4498,Cancer|Head and Neck Cancer|Pelvic Cancer|Nervous System Neoplasms|Thoracic Neoplasms,Sunitinib,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,PHASE1,nervous_system_disease
4499,Idiopathic Parkinson Disease,Trimethobenzamide,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC,PHASE1,nervous_system_disease
4500,Epilepsy,Perampanel,C1=CC=C(C=C1)N2C=C(C=C(C2=O)C3=CC=CC=C3C#N)C4=CC=CC=N4,PHASE2,nervous_system_disease
4501,Insomnia|Alcohol Use Disorder,Suvorexant,CC1CCN(CCN1C(=O)C2=C(C=CC(=C2)C)N3N=CC=N3)C4=NC5=C(O4)C=CC(=C5)Cl,PHASE2,nervous_system_disease
4502,Surgical Wound Infection,Amoxicillin,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,APPROVED,nervous_system_disease
4503,Non-functioning Pituitary Adenomas|Prolactinomas,Pasireotide,C1C(CN2C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C2=O)CC3=CC=CC=C3)CC4=CC=C(C=C4)OCC5=CC=CC=C5)CCCCN)CC6=CNC7=CC=CC=C76)C8=CC=CC=C8)OC(=O)NCCN,PHASE2|PHASE3,nervous_system_disease
4504,Amyotrophic Lateral Sclerosis,Sirolimus,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,PHASE2,nervous_system_disease
4505,Osteoarthritis|Degenerative Joint Disease,Epinephrine,CNCC(C1=CC(=C(C=C1)O)O)O,APPROVED,nervous_system_disease
4506,Osteoarthritis|Degenerative Joint Disease,Bupivacaine,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,APPROVED,nervous_system_disease
4507,Multiple Sclerosis|Overactive Detrusor,Darifenacin,C1CN(CC1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5,PHASE2,nervous_system_disease
4508,Stroke,Lisinopril,C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O,PHASE1,nervous_system_disease
4509,REM Sleep Behavior Disorder|Parkinson Disease|Synucleinopathies,Rasagiline,C#CCNC1CCC2=CC=CC=C12,PHASE2|PHASE3,nervous_system_disease
4510,Knee Osteoarthritis,Etoricoxib,CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C,PHASE2,nervous_system_disease
4511,Acute Renal Colic,Tromethamine,C(C(CO)(CO)N)O,PHASE2|PHASE3,nervous_system_disease
